Title,Decisions,links
Religare's top four picks for 2014,"{""Religare"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/religares-top-four-picks-for-2014/articleshow/28235604.cms
Reliance Industries announces 10-year US dollar bond,"{""Reliance Industries"": ""neutral""}",https://www.livemint.com/companies/news/reliance-industries-raises-4-billion-in-us-dollar-bonds-11641443278160.html
Reed Exhibitions looks to expand in India,"{""Reed Exhibitions"": ""neutral""}",https://www.exhibitionworld.co.uk/reed-exhibitions-announces-acquisition-of-packplus-india
Reckitt Benckiser names Nitish Kapoor as India MD,"{""Reckitt Benckiser"": ""neutral""}",https://m.economictimes.com/industry/healthcare/biotech/reckitt-benckiser-elevates-india-md-nitish-kapoor-to-global-leadership-role/articleshow/61565898.cms
"Which is better, real estate or stocks?","{""real estate"": ""neutral"", ""stocks"": ""neutral""}",https://www.investopedia.com/investing/reasons-invest-real-estate-vs-stock-market/
"RBI, bourses weigh dollar delivery in futures trade","{""RBI"": ""neutral"", ""bourses"": ""neutral""}",https://m.economictimes.com/markets/forex/rbi-bourses-weigh-dollar-delivery-in-futures-trade/articleshow/20850701.cms
RBI Deputy Governor Anand Sinha retires,"{""RBI"": ""neutral""}",https://m.economictimes.com/rbi-deputy-governor-anand-sinha-retires/articleshow/29122013.cms
Cash rates stabilise after RBI's MSF auction,"{""RBI"": ""neutral""}",https://rbi.org.in/scripts/BS_ViewBulletin.aspx?Id=20931
RBI moves to curb novel bond structure,"{""RBI"": ""neutral""}",https://www.rbi.org.in/Scripts/FAQView.aspx?Id=79
What to expect from RBI policy tomorrow,"{""RBI"": ""neutral""}",https://economictimes.indiatimes.com/markets/rbi-policy
RBI bets on 'shut period' to improve liquidity,"{""RBI"": ""neutral""}",https://economictimes.indiatimes.com/markets/bonds/rbi-says-liquidity-rebalancing-evolved-satisfactorily-holds-repo-auction-amid-gst-outflow/articleshow/89019436.cms
RBI tightens provisioning norms for unhedged forex exposure,"{""RBI"": ""neutral""}",https://www.regulationasia.com/rbi-tightens-rules-for-unhedged-foreign-currency-exposures/
Raw material bull market fades as supply expands,"{""Raw material"": ""neutral""}",https://m.economictimes.com/markets/commodities/raw-material-bull-market-fades-as-supply-expands/articleshow/19353111.cms
Ranbaxy for short term: Deepak Mohoni,"{""Ranbaxy"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/ranbaxy-for-short-term-deepak-mohoni/articleshow/8601029.cms
Upside capped at 90 for Ramsarup: Siddth Capital,"{""Ramsarup"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/upside-capped-at-90-for-ramsarup-siddth-capital/articleshow/6058964.cms
Rallis India to launch branded pomegranates,"{""Rallis India"": ""neutral""}",https://m.economictimes.com/markets/commodities/rallis-india-to-launch-branded-pomegranates/articleshow/46049273.cms
Stay with quality stocks: Deven Choksey,"{""quality stocks"": ""neutral""}",https://m.economictimes.com/markets/expert-view/be-realistic-sit-on-cash-and-accumulate-good-quality-stocks-deven-choksey/articleshow/69938554.cms
Puravankara Projects gives 70% dividend to non-promoters,"{""Puravankara Projects"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/puravankara-projects-gives-70-dividend-to-non-promoters/articleshow/19605259.cms
Pulses futures remain steady in thin trade,"{""Pulses futures"": ""neutral""}",https://m.economictimes.com/markets/commodities/pulses-prices-remain-steady-in-thin-trade/articleshow/26793910.cms
Pulses remain flat in thin trade,"{""Pulses"": ""neutral""}",https://m.economictimes.com/markets/commodities/pulses-remain-flat-in-thin-trade/articleshow/49960975.cms
Pulses remain steady in thin trade,"{""Pulses"": ""neutral""}",https://m.economictimes.com/markets/commodities/pulses-remain-steady-in-thin-trade/articleshow/21505279.cms
Pulses prices end steady in tight movements,"{""Pulses"": ""neutral""}",https://m.economictimes.com/markets/commodities/pulses-prices-end-steady-in-tight-movements/articleshow/35019684.cms
Prices of pulses remain steady in thin trade,"{""pulses"": ""neutral""}",https://m.economictimes.com/markets/commodities/prices-of-pulses-remain-steady-in-thin-trade/articleshow/46931783.cms
PTC India appoints Deepak Amitabh as CMD,"{""PTC India"": ""neutral""}",https://m.economictimes.com/ptc-india-appoints-deepak-amitabh-as-cmd/articleshow/16589025.cms
"Finally, PSU-ETF launched; subscription from next week","{""PSU-ETF"": ""neutral""}",https://m.economictimes.com/finally-psu-etf-launched-subscription-from-next-week/articleshow/32019370.cms
PSU bonds match equity returns in fourth quarter,"{""PSU bonds"": ""neutral"", ""equity"": ""neutral""}",https://m.economictimes.com/markets/bonds/psu-bonds-match-equity-returns-in-fourth-quarter/articleshow/33196481.cms
Principal MF appoints PVK Mohan as Head-Equity,"{""Principal MF"": ""neutral""}",https://m.economictimes.com/principal-mf-appoints-pvk-mohan-as-head-equity/articleshow/6774086.cms
PricewaterhouseCoopers to conduct special audit of MCX,"{""PricewaterhouseCoopers"": ""neutral"", ""MCX"": ""neutral""}",https://www.livemint.com/Money/P8D2moZNHxa8IaRXDTJJII/PwC-audit-of-MCX-details-questionable-transactions.html
"Neutral on power sector: Pankaj Pandey, ICICI Direct","{""power sector"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/recos/neutral-on-power-sector-pankaj-pandey-icici-direct/articleshow/8440357.cms
Overseas funds plug into power gear makers,"{""power gear makers"": ""neutral""}",https://www.thehindubusinessline.com/economy/power-gear-makers-see-hot-opportunity-in-thermal-projects-abroad/article64264351.ece
Participate in power through other sectors: Vijai Mantri,"{""power"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/participate-in-power-through-other-sectors-vijai-mantri/articleshow/35506198.cms
PNB: Asset quality improves but payout cut disturbing,"{""PNB"": ""neutral""}",https://www.pnb.com.ph/index.php/pnb-gets-better-rating-from-sp
Long-term investors may go for PMC Infratechs IPO,"{""PMC Infratech"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/long-term-investors-may-go-for-pmc-infratechs-ipo/articleshow/47195723.cms
Sameer Garde appointed Philips Healthcare South Asia President,"{""Philips Healthcare"": ""neutral""}",http://test.pharmabiz.com/news/philips-healthcare-appoints-sameer-garde-as-president-south-asia-83089
Things that influence pharmaceutical sector growth story,"{""pharmaceutical sector"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/news/things-that-influence-pharmaceutical-sector-growth-story/articleshow/48783646.cms
Seven rules for investing in penny stocks,"{""penny stocks"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/news/seven-rules-for-investing-in-penny-stocks/articleshow/48305040.cms
Pegasystems Inc acquires MeshLabs Software,"{""Pegasystems Inc"": ""neutral"", ""MeshLabs Software"": ""neutral""}",https://economictimes.indiatimes.com/tech/ites/pegasystems-inc-acquires-meshlabs-software-private-limited/articleshow/34784433.cms
Parabolic Drugs IPO opens on June 14,"{""Parabolic Drugs"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/parabolic-drugs-ipo-opens-on-june-14/articleshow/6031713.cms
OnMobile appoints Sanjay Bhambri as Regional VP,"{""OnMobile"": ""neutral""}",https://m.economictimes.com/onmobile-appoints-sanjay-bhambri-as-regional-vp/articleshow/15516517.cms
Sudhir Vasudeva to head ONGC,"{""ONGC"": ""neutral""}",https://economictimes.indiatimes.com/sudhir-vasudeva-to-head-ongc/articleshow/6778270.cms?from=mdr
Britain FTSE regains traction as oil steadies,"{""oil"": ""neutral"", ""FTSE"": ""neutral""}",https://jp.reuters.com/article/markets-stocks-ftse-idUSL6N0TV17N20141211
Experts' call on oil marketing companies,"{""oil marketing companies"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/news/investors-appetite-for-oil-marketing-companies-unlikely-to-pick-up/articleshow/94821853.cms
Oil ends steady in thin trade,"{""Oil"": ""neutral""}",https://www.business-standard.com/article/pti-stories/oils-oilseeds-end-steady-in-thin-trade-118021700320_1.html
Oil prices mixed in Asian trade,"{""Oil"": ""neutral""}",https://economictimes.indiatimes.com/news/economy/indicators/oil-prices-mixed-in-asian-trade/articleshow/4186673.cms?from=mdr
Oil takes breather in Asian trade,"{""Oil"": ""neutral""}",https://www.gmanetwork.com/news/money/economy/390648/oil-takes-breather-in-asian-trade/story/
Oil prices turn mixed in Asian trade,"{""Oil"": ""neutral""}",https://www.indiainfoline.com/article/news-top-story/crude-oil-prices-remain-flat-during-early-asian-trade-122101800126_1.html
Put OI concentration at 6000 shows support,"{""OI"": ""neutral""}",https://www.horiba.com/int/scientific/products/detail/action/show/Product/slfa-6000-838/
OBC may go for FPO post-capital infusion,"{""OBC"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/obc-may-go-for-fpo-post-capital-infusion/articleshow/5510135.cms
NTPC files for FPO,"{""NTPC"": ""neutral""}",https://www.ntpc.co.in/en/media/press-releases/details/president-india-acting-through-ministry-power-divest-5-ntpc-fpo-opens-february-03
NSEL appoints five new independent directors,"{""NSEL"": ""neutral""}",https://m.economictimes.com/nsel-appoints-five-new-independent-directors/articleshow/28846628.cms
NSE sees senior level changes,"{""NSE"": ""neutral""}",https://www.thehindubusinessline.com/markets/stock-markets/nse-sees-senior-level-changes/article7777020.ece
NSE operationalises SME platform with first listing,"{""NSE"": ""neutral""}",https://m.economictimes.com/nse-operationalises-sme-platform-with-first-listing/articleshow/16449372.cms
"Options suggest range of 8,000-8,300 for NSE","{""NSE"": ""neutral""}",https://www1.nseindia.com/live_market/dynaContent/live_watch/Bank_Nifty_Option_Strategies_Booklet.pdf
NSE directs brokers to implement risk reduction mode,"{""NSE"": ""neutral""}",https://www.livemint.com/Money/9ZWyUkp65nb8x4j6y2xaVP/NSE-directs-brokers-to-implement-risk-reduction-mode.html
NSE to begin overnight investment facility from Monday,"{""NSE"": ""neutral""}",https://www.livemint.com/Money/RxDzfGwdJnby4WMjctY9dI/NSE-to-begin-overnight-investment-facility-from-Monday.html
"Nomura sees Sensex at 33,500 by year-end","{""Nomura"": ""neutral"", ""Sensex"": ""neutral""}",https://www.ndtv.com/business/nomura-sees-sensex-at-33-500-by-year-end-729364
"Nothing alarming about Nifty level: Deepak Mohoni, trendwatchindia.com","{""Nifty"": ""neutral"", ""trendwatchindia.com"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/nothing-alarming-about-nifty-level-deepak-mohoni-trendwatchindia-com/articleshow/6078599.cms
Nifty likely to trade in 7500-7700 range,"{""Nifty"": ""neutral""}",https://www.business-standard.com/article/markets/nifty-could-trade-in-7-450-7-750-range-114072101234_1.html
Nifty will revisit 7930-7940 levels: Mitesh Thacker,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/nifty-will-revisit-7930-7940-levels-mitesh-thacker/articleshow/43233875.cms
Today's Bet: 5100-5300 level crucial for Nifty,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/todays-bet-5100-5300-level-crucial-for-nifty/articleshow/5408166.cms
5450-5500 is possible on Nifty: Aptart Technical Services,"{""Nifty"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/recos/5450-5500-is-possible-on-nifty-aptart-technical-services/articleshow/5423151.cms
"Immediate target for Nifty at 7,935-7,940: Mitesh Thacker","{""Nifty"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/recos/immediate-target-for-nifty-at-7935-7940-mitesh-thacker/articleshow/47175700.cms
Nifty may retest levels of 8000: Mitesh Thacker,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/nifty-may-retest-levels-of-8000-mitesh-thacker/articleshow/45628821.cms
Nifty might consolidate between 8950-8980 levels: Mitesh Thacker,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/nifty-might-consolidate-between-8950-8980-levels-mitesh-thacker/articleshow/46286687.cms
Nifty to find next support at 5950 level,"{""Nifty"": ""neutral""}",https://m.economictimes.com/nifty-to-find-next-support-at-5950-level/articleshow/30132399.cms
"Nifty50 to find support at 7,950-7,930: Mitesh Thacker","{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/nifty50-to-find-support-at-7950-7930-mitesh-thacker/articleshow/49674599.cms
Pre-market: Nifty seen opening flat; Economic Survey eyed,"{""Nifty"": ""neutral""}",https://m.economictimes.com/pre-market-nifty-seen-opening-flat-economic-survey-eyed/articleshow/38053799.cms
Pre-market: Nifty seen opening flat; may reclaim 8800,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/pre-market-nifty-seen-opening-flat-may-reclaim-8800/articleshow/46871806.cms
See Nifty heading towards 5180-5150 levels: Ashwani Gujral,"{""Nifty"": ""neutral""}",https://m.economictimes.com/see-nifty-heading-towards-5180-5150-levels-ashwani-gujral/articleshow/16266207.cms
NHPC: Timely completion of projects crucial for company,"{""NHPC"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/nhpc-timely-completion-of-projects-crucial-for-company/articleshow/15598594.cms
Network18 names Anuj Gandhi as Group distribution director,"{""Network18"": ""neutral""}",https://m.economictimes.com/network18-names-anuj-gandhi-as-group-distribution-director/articleshow/12280391.cms
Should you buy Nestle India now?,"{""Nestle India"": ""neutral""}",https://www.quora.com/Should-I-buy-Nestle-India-shares-in-2021-for-the-next-10-years
T Nandakumar to be appointed NDDB Chairman,"{""NDDB"": ""neutral""}",https://retail.economictimes.indiatimes.com/news/food-entertainment/grocery/t-nandakumar-to-be-appointed-nddb-chairman/29255339
NCDEX mulls relaunch of Brent contract soon,"{""NCDEX"": ""neutral"", ""Brent"": ""neutral""}",https://economictimes.indiatimes.com/markets/commodities/ncdex-mulls-relaunch-of-brent-contract-soon/articleshow/7415251.cms
"Exporters, traders flock to NCDEX's forwards segment","{""NCDEX"": ""neutral""}",https://m.economictimes.com/markets/commodities/exporters-traders-flock-to-ncdexs-forwards-segment/articleshow/50040743.cms
NCDEX launches new membership category for forwards segment,"{""NCDEX"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/ncdex-launches-new-membership-category-for-forwards-segment/articleshow/40063945.cms
"NCDEX spot turnover may reach Rs 7,000 crore","{""NCDEX"": ""neutral""}",https://m.economictimes.com/markets/commodities/ncdex-spots-turnover-may-reach-rs-7000-crore/articleshow/31000735.cms
Nasdaq eyes running dark pools for banks: WSJ,"{""Nasdaq"": ""neutral"", ""WSJ"": ""neutral""}",https://www.cnbc.com/2015/01/12/nasdaq-eyes-running-dark-pools-for-banks-wsj.html
Nasdaq Record: Then and Now,"{""Nasdaq"": ""neutral""}",https://www.macrotrends.net/1320/nasdaq-historical-chart
"MTS appoints heads of Karnataka, UP (West) circles","{""MTS"": ""neutral""}",https://m.economictimes.com/mts-appoints-heads-of-karnataka-up-west-circles/articleshow/38793481.cms
Kuldip Singh named new CMD of MTNL,"{""MTNL"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/kuldip-singh-named-new-cmd-of-mtnl/articleshow/5449099.cms
D-Street shakeup may be triggered by MSCI rejig,"{""MSCI"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/d-street-shakeup-may-be-triggered-by-msci-rejig/articleshow/49775049.cms
MRPL records Rs 406 crore net profit,"{""MRPL"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/mrpl-records-rs-406-crore-net-profit/articleshow/48413812.cms
